web-scraper-order,web-scraper-start-url,links,links-href,text
"1642169157-98","https://sum.dk/nyheder?categorizations=9819&page=12","Nye COVID-19-tiltag i Helsingør","https://sum.dk/nyheder/2020/december/nye-covid-19-tiltag-i-helsingoer","Regeringen indfører en række nye lokale tiltag for at reducere spredning af coronavirus i Helsingør Kommune. Tiltagene er anbefalet af Indsatsgruppen for COVID-19 epidemihåndtering, herunder sundhedsmyndighederne. Tiltagene, der vil gælde i Helsingør, er i vidt omfang de samme, som blev udmeldt for 17 hovedstadskommuner den 1. december 2020, og de vil gælde frem til den 2. januar 2021.
Niveauet af coronasmitte i Helsingør Kommune er højt og stigende. I Helsingør Kommune er incidensen steget markant fra 97 pr. 100.000 indbyggere den 13. november 2020 til 359 nye bekræftede tilfælde pr. 100.000 indbyggere den seneste uge – svarende til 225 tilfælde smittet med COVID-19. Derfor har Indsatsgruppen vurderet, at indsatsen i Helsingør Kommune skal intensiveres med en række af de samme tiltag, som indføres i 17 andre kommuner i hovedstadsområdet.
De nye tiltag dækker over seks områder:

Oprustning af test i kommunen
Styrket smitteopsporing og bedre vilkår for kommunens frivillige selvisolation
Skærpede kvadratmeterkrav i detailhandel og krav om ’ensretning’
Tiltag for at begrænse kontakten mellem elever i skoler og på uddannelser
Skærpet opfordring til hjemmearbejde på både private og offentlige arbejdspladser
Skærpet forsamlingsloft ved fritidsaktiviteter for børn og unge 

Derudover opfordres borgere i Helsingør Kommune til at omgås færrest mulige personer. Og politiet intensiverer indsatsen med at håndhæve regler i forhold til forsamlingsforbuddet, åbningstider på restauranter, barer, caféer og andre serveringssteder, forbuddet mod salg af alkohol efter klokken 22 og krav til detailhandel.
Læs mere om de nye tiltag for Helsingør Kommune"
"1642169070-65","https://sum.dk/nyheder?categorizations=9819&page=15","Appen smitte|stop er et effektivt redskab i smitteopsporing","https://sum.dk/nyheder/2020/juli/appen-smittestop-er-et-effektivt-redskab-i-smitteopsporing","Kontaktopsporing af nære kontakter til COVID-19-positive er et centralt element for at kunne bryde smittekæderne tidligt og fortsat bevare kontrollen med epidemien i Danmark. Har man været i nær kontakt med en smittet person, skal man selv testes – og derfor er det afgørende, at man får besked herom enten fra den smittede selv, via Coronaopsporing i Styrelsen for Patientsikkerhed eller som en notifikation fra appen smitte|stop.
Statens Serum Institut har siden den 7. juli 2020 indsamlet spørgeskemasvar fra danskere i forbindelse med, at de har bestilt tid til en test på coronaprover.dk. for bl.a. at få viden om, hvor mange der testes, fordi de er nære kontakter og adviseret via appen smitte|stop.
Sundheds- og Ældreministeriet har fået analyseresultaterne fra de første spørgeskemasvar, som er indsamlet i perioden 7.-28. juli og som har en svarprocent på 56 procent. De første resultater viser, at der bliver opsporet kontakter gennem appen. Sundheds- og ældreminister Magnus Heunicke siger:

Det har været målet, at appen skal fungere som et digitalt supplement i vores indsats for smittesporing – og det er en god nyhed, at vi nu også har tal for, at appen virker og hjælper til at finde ukendte kontakter. Appen vil selvfølgelig få større effekt, jo flere der vælger at downloade og bruge den aktivt, og derfor opfordrer jeg til, at alle, som kan, downloader appen.

Effektivt supplement til manuel smitteopsporing
Spørgeskemaets resultater viser, at der blandt respondenterne er 48 personer, som har booket test for COVID-19, fordi de via appen smitte|stop har fået besked om, at de har været i tæt kontakt med en smittet person. Heraf har 46 af de 48 i følge deres svar ikke været i kontakt med Styrelsen for Patientsikkerheds kontaktopsporingsenhed.
På baggrund af de første besvarelser af spørgeskemaet tyder det altså på, at appen, som forventet, er et brugbart redskab til at advisere borgere, der kan have været udsat for smitte fra en person, de ikke umiddelbart kender. Det kan fx være en person, man har siddet ved siden af i bus eller tog. Dermed er appen et effektivt supplement til den manuelle kontaktopsporing.
Siden lanceringen af appen den 18. juni 2020 har 209 brugere meldt sig smittet i appen, og de har dermed udsendt notifikationer til andre brugere af appen, så de personer, der har været i nær kontakt med vedkommende, kan få besked om, at de bør lade sig teste.
Hver enkelt smittekæde, der bremses ved hjælp af appen, er med til at bremse udbredelsen af COVID-19 i Danmark. Og derfor gør det også en forskel, hver gang en notifikation om potentiel smitterisiko bliver sendt til en bruger af appen. Der arbejdes løbende på at forbedre appens brugervenlighed og effektivitet."
"1642169260-139","https://sum.dk/nyheder?categorizations=9819&page=8","Skolerne i Ishøj kan genåbne 15. marts","https://sum.dk/nyheder/2021/marts/skolerne-i-ishoej-kan-genaabne-15-marts","Sundhedsministeriet har på baggrund af nyeste data om smittesituationen i Ishøj, bedt Epidemikommissionen vurdere, om der er grundlag for at åbne skolerne i Ishøj.
Epidemikommissionens vurdering er, at der nu er grundlag for at ophæve restriktionerne, da det er vurderingen, at skolebørnene ikke i betydeligt omfang er årsag til smittespredningen i Ishøj Kommune.
Det betyder, at bekendtgørelsen om nedlukningen af skolerne i Ishøj ophæves fra mandag den 15. marts 2021.
Konkret vil ophævelsen af restriktionerne sige, at fra på mandag kan 0. – 4. klasse i Ishøj igen møde i skole. 5.– 8. klasse, afgangselever i grundskolen og ungdomsuddannelser og ikke-afgangselever på ungdomsuddannelser kan fra på mandag ligesom i resten af hovedstaden møde til udendørs undervisning en gang om ugen."
"1642169137-91","https://sum.dk/nyheder?categorizations=9819&page=13","Smittestop-appen og COVIDmeter sendes i udbud","https://sum.dk/nyheder/2020/november/smittestop-appen-og-covidmeter-sendes-i-udbud","Over 21.000 har booket test, fordi de har fået besked om smitterisiko fra appen, og ud af dem er 143 testet positiv. De faktiske tal for udsendte beskeder fra appen forventes at være højere, idet svarprocenten på spørgeskemaundersøgelsen på coronaprover.dk er ca. 50 pct., og borgere der testes ved mobile testenheder ikke svarer på spørgeskemaet. Derudover er de ca. 50.000 personer, der hver uge svarer på spørgsmål om bl.a. symptomer i den digitale spørgeskemaløsning COVIDmeter, med til at give Statens Serum Institut vigtig viden om udbredelsen af COVID-19 i samfundet og viden om sygdommen.
Digitaliseringsstyrelsen indgik i foråret 2020 en kontrakt med Netcompany om udvikling og drift af COVIDmeter og smittestop-appen. Kontrakten udløber den 31. december 2020, men kan forlænges i tre måneder. Idet der i 2021 forventes at være smitte med COVID-19 i samfundet, vil det fortsat være relevant at have smittestop-appen og COVIDmeter som en del af myndighedernes COVID-indsats, og derfor er der brug for at sikre kontraktlig understøttelse af løsningerne i 2021.
Den nuværende kontrakt med Netcompany forlænges frem til den 31. marts 2021, mens der gennemføres et udbud af løsningerne. I den forbindelse overgår kontrakt- og systemansvar fra Digitaliseringsstyrelsen til Sundhedsdatastyrelsen.
Sundhedsdatastyrelsen udsender snarest forhåndsmeddelelse til leverandører på markedet om, at videreudvikling, vedligehold og drift af smittestop-appen sendes i et EU-udbud med forventet offentliggørelse af udbudsbekendtgørelsen den 22. december 2020 med frist for afgivelse af tilbud ultimo januar 2021. I forhåndsmeddelelsen inviteres interesserede leverandører til et informationsmøde forud for udsendelse af udbudsbekendtgørelsen.
Som en del af udbuddet bliver der stillet krav om, at kildekoden til appen skal gøres offentligt tilgængelig. Det skal bemærkes, at Norge i samarbejde med Netcompany og Danmark netop har offentliggjort den kommende norske smitteopsporings-app, som er baseret på den danske app, som opensource.
Afløftning af udbudspligten for COVIDmeter vil ske ved brug af SKI-aftaler."
"1642169390-187","https://sum.dk/nyheder?categorizations=9819&page=3","Screeningstest tilbydes nu til elever fra og med 1. klasse","https://sum.dk/nyheder/2021/november/screeningstest-tilbydes-nu-til-elever-fra-og-med-1-klasse","Sundhedsmyndighederne anbefaler nu at nedsætte grænsen for screeningstest på skoler til børn fra og med 1. klasse.
På baggrund af anbefalingen fra sundhedsmyndighederne og den nuværende smittesituation har regeringen og KL indgået en aftale om at videreføre og udvide test-setuppet på skoler mv. frem til d. 31. marts 2022.
Sundhedsminister Magnus Heunicke siger:

Smitten er desværre markant til stede ude på skolerne og spreder sig blandt børnene. Heldigvis bliver børn sjældent ramt hårdt af corona, men de kan stadig sætte gang i smittekæder, der i sidste ende rammer de ældre og sårbare borgere i samfundet. Her vil screeningstest ned til 1. klasse være et værdifuldt værktøj, som fanger smitten og kan være med til at sætte en stopper for den.

Børne- og undervisningsminister Pernille Rosenkrantz-Theil siger:

Selvom alle ville ønske, at vi ikke igen stod i en situation med stigende smitte, så må vi desværre konstatere, at det er sådan, det er. Vi skal gøre alt, hvad vi kan for at undgå hjemsendelser. Derfor er det afgørende at flere testes, og selvfølgelig at så mange som overhovedet muligt lader sig vaccinere.

Medarbejdere og børn fra og med 1. klasse i grundskolen, som ikke er vaccinerede eller har været smittede med covid-19 inden for de seneste 6 måneder, opfordres til at lade sig screeningstest én gang om ugen.
Ved høj lokal Covid-19-smitte i enten et sogn eller en kommune opfordres til to ugentlige test for medarbejdere og elever fra og med 1. klasse i grundskolen, der ikke er vaccinerede eller tidligere smittede.
Børn, der ikke er tidligere smittede eller vaccinerede og bliver identificeret som nære kontakter i skoler og dagtilbud mv. (fra 3 år) samt til fritidsaktiviteter mv., anbefales fortsat test på 0., 4. og 6. dagen, hvis de ikke har symptomer.
Regeringen og KL vil se nærmere på, hvordan selvtest eventuelt kan implementeres på skoleområdet."
"1642168990-34","https://sum.dk/nyheder?categorizations=9819&page=18","Klare krav skal sikre, at campingpladser kan holde åbent","https://sum.dk/nyheder/2020/april/klare-krav-skal-sikre-at-campingpladser-kan-holde-aabent","Hvis campingpladserne overholder kravene - som også gælder andre erhvervsdrivendes lokaler - vil det stadig være muligt at campere i påsken. Der en klar forventning til, at også ejere og brugere af campingpladserne har forstået alvoren og sikrer, at smitten ikke spreder sig. Politiet er klar til at håndhæve reglerne, hvis det bliver nødvendigt.
 

Det vigtigste er, at vi fortsat holder fast og forebygger smittespredningen – det er hele forudsætningen for, at der kan ske en kontrolleret åbning efter påske. Derfor vil en række af de fælles faciliteter på campingpladsen ikke kunne bruges.

Såfremt det sikres, at de borgere, der kommer på campingpladsen, holder afstand til hinanden og til personalet, så det undgås, at der opstår situationer, hvor borgerne kommer i tæt kontakt, vil det være sundhedsmæssigt forsvarligt at holde campingpladser åbne.
Sundhedsmyndighederne anbefaler, at der er nem adgang til håndhygiejne, hyppig rengøring mindst tre gange dagligt og eventuel desinfektion af fælles kontaktpunkter, i bade- og toiletfaciliteter. Det samme gælder håndtag, gelændere o. lign, således, at man minimerer risikoen for indirekte smitte.
Erhvervsminister Simon Kollerup siger:

Mange danskere vil gerne ud og opleve foråret i naturen og have mere plads og luft omkring sig. Jeg ved også, at mange campister og campingpladsejere har glædet sig til at starte sæsonen her i påsken, hvor det tilmed ser ud til, at solen vil skinne på os. Derfor er jeg også glad for, at campingpladserne gerne må holde pladser og hytter åbne for gæster i påsken, så længe man træffer de rigtige forholdsregler, som f.eks. at holde afstand til hinanden.

Afstanden kan blandt andet sikres ved at begrænse antallet af campister på samme tid på campingpladsen i forhold til pladsens areal og indretning. Det anbefales også at opsætte informationsmateriale på campingpladserne om den forventede adfærd af brugerne, herunder at personer med selv milde symptomer ikke skal opholde sig på campingpladsen.
Yderligere henvises til opsætning af Sundhedsstyrelsens plakater for råd til alle om, hvordan man beskytter sig mod coronavirus/COVID-19.
Kontaktinfo:
Sundheds- og Ældreministeriet: Pressetelefon: 21 32 47 27 eller mail:   pressevagt@sum.dk 
Erhvervsministeriet:  Pressetelefon: 91 33 70 07"
"1642169189-111","https://sum.dk/nyheder?categorizations=9819&page=11","Særlige forhold vedrørende afholdelse af nytår 2020/2021","https://sum.dk/nyheder/2020/december/saerlige-forhold-vedroerende-afholdelse-af-nytaar-20202021","Smitten med COVID-19 har været stigende i alle landets regioner. Det gælder også dele af landet, som hidtil og i en periode har haft et lavere smitteniveau. Med de tiltag og restriktioner der på nuværende tidspunkt er meldt ud, er der tale om en samlet COVID-19-nedlukning af samfundet hen over jul og nytår.

For jul og nytår gælder der desuden en række særlige forhold.

Myndighederne henstiller generelt til, at alle i Danmark holder en mere rolig og afdæmpet nytårsaften end normalt.

Samtidig gælder forsamlingsforbuddet på 10 personer og anbefalingerne om maksimalt 10 personer i private hjem og 10 sociale kontakter også nytårsaften.

Nytårsaften er der forbud mod salg af alkohol fra kl. 22.00 til kl. 09.00 nytårsdag (1. januar 2021) fra serveringssteder, butikker og andre lokaler og lokaliteter.

Politiet vil være synligt til stede i det offentlige rum nytårsaften og påse overholdelsen af COVID-19-restriktionerne, herunder særligt forsamlingsforbuddet. Politiet er i dialog med relevante kommuner om hensigtsmæssig indretning af byrum mv. med en klar strategisk hensigt om at undgå sammenstimling i det offentlige rum
Særlige sundhedsanbefalinger ift. nytår
Sundhedsmyndighederne anbefaler, at man begrænser fejringen af årets afslutning til sin husstand og eventuelt sin allernærmeste omgangskreds.

Sundhedsstyrelsen har i forbindelse med nytårsaften udarbejdet en række god råd:


Vær så få som muligt og aldrig mere end 10 personer til nytår, inkl. dig og dinhusstand, uanset hvor stor din bolig er.
Invitér kun personer fra din omgangskreds af 10 personer, du plejer at se ofte.
Bliv hjemme hvis du har symptomer, er testet positiv eller er nær kontakt.


Sundhedsmyndighederne anbefaler samtidig, at man holder sig til de samme personer hele aftenen – også når man er udendørs:


Hold dig til dit eget nytårsselskab hele aftenen, også hvis I går udendørs.
Undgå steder, hvor mange mennesker typisk går hen nytårsaften.
Find alternative måder at ønske godt nytår til dine naboer, hils f.eks. hen over hækken, på hver sin altan eller over telefonen.
Aflys fælles fyrværkeriarrangementer eller –opvisninger, hvor flere mennesker fra nabolaget samles samme sted.
Lav aftaler for virtuelle nytårshilsner med venner og familie som du gerne ville have fejret nytåret med.
Uden for private boliger og haver i tilknytning hertil gælder forsamlingsfor-buddet på 10 personer.


Læs mere om særlige forhold til nytår
Læs mere Hvordan kan vi være sammen i julen? – Sundhedsstyrelsen
Læs mere Jul og nytår – Coronasmitte.dk

Kontakt for pressen:
Rigspolitiet, pressetelefon: 41740440, mail: presse@rigspoliti.dk
Sundhedsstyrelsen, pressetelefon: 72228510 (modtager ikke SMS), mail: presse@sst.dk"
"1642169152-96","https://sum.dk/nyheder?categorizations=9819&page=12","Smitten i Nordjylland er bremset: Alle særlige tiltag ophæves","https://sum.dk/nyheder/2020/december/smitten-i-nordjylland-er-bremset-alle-saerlige-tiltag-ophaeves-","Thisted, Brønderslev, Hjørring og Læsø kommuner. Det betyder, at der fra dags dato ikke længere er behov for særlige tiltag i Nordjylland.
Borgerne i Nordjylland skal dog fortsat følge de landsdækkende restriktioner og anbefalinger fra sundhedsmyndighederne om afstand, test, isolation, opsporing osv.
Sundheds- og ældreminister Magnus Heunicke siger:

Jeg vil gerne sige en stor tak til borgerne i de syv kommuner for deres vilje til at få standset smittekæderne. Tallene taler deres eget tydelige sprog. Indsatsen har virket, og det skyldes ene og alene borgernes indsats for at holde afstand og lade sig teste og deres villighed til at hjælpe myndighederne med at opspore og inddæmme smitten.

Konkret er 176.337 borgere ud af de i alt 280.701 borgere i de syv kommuner blevet testet i testperioden fra den 7. nov. til 30. nov. De lokale myndigheder har gennemført en stor og systematisk testindsats, hvor alle kommuner på skift har fået tilført ekstra testkapacitet, så alle borgere har kunne lade sig teste.
Der har været et fald i det samlede antal af nysmittede (7-dages incidens) pr. 100.000 indbygger på 115 fra den 5. november til 28 i dag. Der er dermed tale om et markant fald i antallet af nysmittede i de syv nordjyske kommuner.
De særlige tiltag i Holstebro og Ringkøbing-Skjern Kommuner er fortsat gældende til foreløbigt den 3. december og ophæves ikke ved denne meddelelse. Myndighederne følger udviklingen i Midt- og Vestjylland tæt og vurderer løbende behovet for de lokale tiltag."
"1642169308-157","https://sum.dk/nyheder?categorizations=9819&page=6","Fagligt grundlag for udfasning af coronapas","https://sum.dk/nyheder/2021/juni/fagligt-grundlag-for-udfasning-af-coronapas","Aftalepartierne blev i forbindelse med ”Aftale om genåbning af Danmark pr. 21. maj 2021” enige om, at der skal udarbejdes en plan for udfasning af coronapasset begyndende primo juni. Der er i denne sammenhæng gennemført en gennemgang af de områder, hvor der i dag er krav om coronapas med udgangspunkt i tre bærende hensyn:

hensynet til smitterisici
de givne aktiviteters medvirken til at understøtte hyppig testning samt
praktiske og logistiske hensyn.

Statens Serum Institut har udarbejdet faglige vurderinger af smitterisici ved ikke at anvende coronapas og de givne aktiviteters medvirken til at understøtte hyppig testning. En ekspertgruppe inden for erhvervs- og kulturlivet bestående af Lucia Reisch, Mille Marcussen og Michael Bang Petersen har foretaget en faglig kvalificering og vurdering af de praktiske og logistiske hensyn, med afsæt i deres respektive ekspertiseområder og på baggrund af et oplæg fra Erhvervsministeriet og Kulturministeriet. De faglige vurderinger er baseret på foreliggende data samt undersøgelser og input fra sektorpartnerskaber.
Sundhedsministeriet, Erhvervsministeriet og Kulturministeriet har i en sammenfatning opsummeret vurderingerne og på den baggrund udarbejdet et oplæg til en mulig faseinddeling, som har ligget til grund for drøftelserne med de politiske partier. Tilgangen til faseinddeling har desuden været drøftet i den faglige referencegruppe, som bl.a. er kommet med input til mulig timing af faserne.
Fagligt grundlag for udfasning af coronapas
Teknisk baggrundsbilag"
"1642169381-183","https://sum.dk/nyheder?categorizations=9819&page=3","Covid-19 er igen en samfundskritisk sygdom","https://sum.dk/nyheder/2021/november/covid-19-er-igen-en-samfundskritisk-sygdom","På baggrund af en indstilling fra Epidemikommissionen har Epidemiudvalget i dag vedtaget, at Covid-19 fra torsdag igen kategoriseres som en samfundskritisk sygdom i en periode på én måned.
Sundhedsminister Magnus Heunicke siger:

Vi ved, at stigninger i smitten kommer med en hale af stigninger i indlæggelser. Så selvom vi har godt styr på epidemien og en høj vaccinationstilslutning, er vi nødt til at handle nu. Det er rettidig omhu. Jeg er derfor også meget glad for, at et bredt flertal i Epidemiudvalget netop har bakket op om indstillingen fra vores epidemikommission og de uafhængige eksperter om at kategorisere Covid-19 som samfundskritisk og at tage coronapasset i brug igen.

Epidemikommissionen har lagt til grund for indstillingen, at Covid-19 har et stort pandemisk potentiale, og at der ses en hurtig vækst i indlæggelser og smitte. Der er en forventning om en fortsat stigning i indlæggelser med Covid-19 frem mod jul. Derudover har kommissionen lagt vægt på, at der er en mindre robusthed og et stigende pres på sygehusene grundet øget forekomst af sygdom i vinterhalvåret i et åbent samfund.
Coronapas på sygehusene
 
Epidemiudvalget har endvidere besluttet at genindføre coronapasset på en række områder – også på baggrund af en indstilling fra epidemikommissionen. På sundhedsministeriets område betyder det, at coronapas indføres for besøgende på sygehuse – dog ikke for nære pårørende, værger, personlige repræsentanter, advokater mv.
På indstilling fra epidemikommissionen har Epidemiudvalget derudover besluttet at forkorte varigheden af gyldigt coronapas for immunitet efter tidligere smitte fra 12 måneder til 6 måneder. Det sker bl.a. på grund af nyere viden om vigende immunitet sammenlignet med vaccination.
Samtidig sænkes aldersgrænsen fra 16 år til 15 år for krav om coronapas.
Epidemikommissionen har indstillet, at der genindføres coronapas på en række områder i samfundet. En samlet oversigt over steder, der fra fredag kl. 6 kræver coronapas vil kunne ses på coronasmitte.dk. (opdateres, når alle ressortministre har forelagt indstillinger fra d. 8. november for Epidemiudvalget)
Epidemikommissionens indstillinger vil fremgå her, når alle ministerier har forelagt indstillingerne for Epidemiudvalget."
"1642169301-154","https://sum.dk/nyheder?categorizations=9819&page=6","Kontrakt med leverandør til tilvalgsordningen er nu underskrevet","https://sum.dk/nyheder/2021/maj/pm-om-kontrakt-med-practio","Det er virksomheden Practio, som Region Midtjylland netop har indgået kontrakt med. Kontrakten er indgået på vegne af alle regionerne og efter opdrag fra Sundhedsministeriet. 
Practio har meddelt Sundhedsministeriet, at de kan modtage de første borgere i lægekonsultation lørdag d. 22. maj, og at de første borgere i København kan få deres stik i næste uge. Der vil snarest muligt derefter blive oprettet flere vaccinationssteder andre steder i landet.
Sundhedsminister Magnus Heunicke siger:

Vi er i dag nået endnu en milepæl i forhold til at få etableret den tilvalgsordning, som der var bred politisk opbakning til. Jeg er godt tilfreds med, at vi nu er på plads med det formelle, så de første stik under ordningen kan gives i næste uge. Vaccination mod Covid-19 under tilvalgsordningen er individuelt valg, som det nu står en hver borger frit for at træffe på et oplyst grundlag.”

Konkret vil ordningen blive organiseret således:  

Statens Serum Institut distribuerer og leverer vaccinerne direkte til Practios vaccinationssteder.
Personer, der ønsker at bliver vaccineret under tilvalgsordningen skal henvende sig til Practio og booke tid til konsultation og vaccination via Practios bookningssystem.
Vaccinationsstederne skal minimum have åbent 8 sammenhængende timer inden for tidsrummet fra kl. 8:00 til kl. 21:00 på alle ugens dage.
Practio skal efter hver vaccination sikre, at vaccinationen straks registreres i Det Danske Vaccinationsregister (DDV).

Borgere, der ønsker at blive vaccinerede gennem tilvalgsordningen, skal kontakte Practio direkte"
"1642169078-68","https://sum.dk/nyheder?categorizations=9819&page=15","Krav om mundbind eller visir i al kollektiv transport","https://sum.dk/nyheder/2020/august/krav-om-mundbind-eller-visir-i-al-kollektiv-transport","Fremover skal alle rejsende over 12 år i den kollektive trafik, færger og taxi bære mundbind eller visir. Kravet gælder også de ansatte, der har passagerkontakt.
Det har regeringen besluttet på baggrund af, at Sundhedsstyrelsen nu anbefaler krav om mundbind i den kollektive transport i hele landet og på alle tider af døgnet.
Det landsdækkende krav svarer i store stræk til den ordning der for tiden gælder i kollektiv trafik i Aarhus og de omkringliggende kommuner. Transportminister Benny Engelbrecht siger:

Der er nu en meget klar anbefaling fra sundhedsmyndighederne, og derfor laver vi også en meget mere enkel regel, som passagerne og de ansatte kan forholde sig til. Sundhedsmyndighederne har nu slået fast, at mundbind og visir virker mod smittespredning, og jeg er sikker på, at passagerne hurtigt vil vænne sig til det på samme måde, som vi ser i landene omkring os.

Reglerne træder i kraft lørdag den 22. august, og der vil blive udarbejdet en detaljeret bekendtgørelse inden da. Det er dog opfodringen, at man allerede nu bruger mundbind eller visir på sin rejse.
Når kravet træder i kraft bliver det op til trafikselskaberne at håndhæve reglerne på samme måde, som de fører billetkontrol. Hvis ikke passagererne bærer mundbind eller visir, vil man ikke kunne komme med, eller man vil blive bortvist fra transportmidlet. Transportminister Benny Engelbrecht siger:

Vi har gennem de seneste måneder set, at danskerne har lyttet til myndighederne, og det er jeg helt sikker på, at man også vil nu. Vi har også en god dialog med transportselskaberne og de faglige organisationer, og jeg forventer, at alle gør deres yderste, så omstillingen til den nye hverdag bliver så enkel som mulig. Der vil være mange spørgsmål, og det vil vi afklare løbende. For langt de fleste er det dog meget enkelt at bruge et mundbind eller visir, og dermed være med til at skabe en tryg afvikling af trafikken.

Sundheds- og ældreminister Magnus Heunicke siger: 

Vi oplever, at øget aktivitet og øget trængsel har medført et større smittetryk i flere byer. Selv om smitten er centreret i visse kommuner, kan vi også se, at antallet af kommuner, der har smitten, er steget de seneste uger. Derfor opgraderer vi med et krav om mundbind i den kollektive trafik. Værktøjerne er forskellige, afhængigt af udbruddets karakter. Vi er sammen med myndighederne klar med, hvad der skal til, for at stoppe smittekæderne. Ikke mindst for at skåne de særligt sårbare danskere, som er i øget risiko for et alvorligt sygdomsforløb som følge af covid-19.

Kravet om mundbind eller visir gælder alle passagerer over 12 år. Nogle voksne vil af helbredsmæssige årsager kunne være undtaget fra kravet om mundbind eller visir. Kravet omfatter passagerer i busser, tog, metro, letbaner, samt flextrafik, flextur og på bus- og togstationer, metrostationer og ved letbanestoppesteder samt letbane stationer. Kravet omfatter også passagerer i den private kollektive trafik, herunder fjernbusser, færger og privat taxikørsel.
Kravet om enten mundbind eller visir gælder også for medarbejderne herunder buschauffører og billetkontrollører, når de er i kontakt med rejsende/kunder.
Befinder medarbejderne sig i et aflukke, hvor passagerne/kunderne ikke har adgang, fx i førerrummet på et tog, er der ikke krav om at bære værnemidler.
Transportvirksomhederne vil indføre rejseregler om, at rejsende skal bære mundbind eller visir i transportmidler og på stationer mv., og vil afvise passagerer der ikke lever op til kravet. Såfremt en passager skulle nægte at forlade transportmidlet, vil det blive håndteret af politiet."
"1642169221-123","https://sum.dk/nyheder?categorizations=9819&page=9","Hastelov om krav til indrejsende om test og isolation vedtaget","https://sum.dk/nyheder/2021/februar/hastelov-om-krav-til-indrejsende-om-test-og-isolation-vedtaget","Konkret forventes den nye lov at blive udmøntet i regler om, at personer, der indrejser i Danmark efter at have opholdt sig i udlandet, herunder danske statsborgere, omfattes af krav om at lade sig teste og gå i isolation i 10 dage med mulighed for at afkorte isolationen ved en negativ PCR-test foretaget tidligst på fjerdedagen efter indrejse. Det betyder, at de gældende anbefalinger fra sundhedsmyndighederne bliver til krav og dermed forpligtelser for borgerne.
Ud over mulighed for at fastsætte regler om sådanne krav til test og isolation giver loven ligeledes mulighed for at fastsætte regler, der giver Styrelsen for Patientsikkerhed bedre adgang til oplysninger om passagerer indrejst med fly. Desuden udvides kredsen af personer, der kan tilbydes frivilligt ophold på en kommunal isolationsfacilitet.
Med hasteloven sikres det, at nogle af de nye værktøjer, som det fremsatte lovforslag til ny epidemilov indeholder, allerede nu kan tages i brug – i en lidt justeret form.
Sundhedsminister Magnus Heunicke siger:

 Det er vigtigt, at et bredt flertal af Folketingets partier bakker op om, at sundhedsmyndighedernes nuværende anbefalinger om blandt andet test og isolation for hjemrejsende nu kan gøres til krav. Vores akilleshæl er i overvejende grad introduktionen og spredningen af nye, mere smitsomme virusvarianter. Derfor er det afgørende, at vi i videst muligt omfang forhindrer, at de bringes ind i landet. Mens vi ser, at det generelle kontakttal er faldende, er det desværre ikke tilfældet for B.1.1.7 - altså den mere smitsomme virusvariant, som først blev fundet i Storbritannien. B117 forventes at udgøre 80% af tilfældene i Danmark ved starten af marts. Det er både de kendte og endnu ukendte, nye virusstammer, som vi skal sætte ind over for. Det kan være helt afgørende for, hvilket forår vi ser ind i og muligheden for genåbning af samfundet.

 Justitsminister Nick Hækkerup siger:

Det er nødvendigt at stille krav om test og isolation, fordi vi skal gøre, hvad vi kan for at begrænse risikoen for nye smittekæder i Danmark – særligt nu hvor vi ser nye mutationer af COVID-19, som vi risikerer at importere hertil. Vi skal gøre mest muligt for at forhindre, at det sker, og derfor vil regeringen sammen med Folketingets partier hurtigst muligt gøre test og isolation til et krav for alle indrejsende – dog med de nødvendige undtagelser. Men mit budskab til de personer, der kommer til Danmark fra et besøg i udlandet, er klart allerede nu: Gå i isolation, så snart I ankommer og lad jer teste.

Der vil i forbindelse med udmøntningen af lovhjemlen blive fastsat visse undtagelser fra de i øvrigt gældende krav.
Det vil bl.a. gælde personer med bopæl i grænselandet og visse personer, der hyppigt krydser grænsen som led i varetagelsen af deres arbejde. Udlændinge, der indrejser med henblik på at udføre arbejde, levere varer eller tjenesteydelser ind i eller ud af Danmark eller har andet anerkendelsesværdigt formål, vil bl.a. heller ikke være omfattet af isolationskravet i de perioder, hvor de varetager det anerkendelsesværdige formål. Der vil ligeledes blive fastsat særligt lempelige regler i forbindelse med rejser gennem Sverige til og fra Bornholm.
Lovhjemlen skal udmøntes ved bekendtgørelser, der udarbejdes på baggrund af den generelle ramme, som der er opnået forståelse med partierne om. Udkast til indhold i bekendtgørelsen vil sammen med en indstilling for indsatsgruppen, herunder sundshedsmyndighederne, blive forelagt Folketinget forud for udstedelsen, og den vil ikke blive udstedt, hvis der er et flertal imod i Sundheds- og Ældreudvalget.
Læs hasteloven her"
